date,close,actual_returns
2015-01-21 11:00:00,23.98,0.006294586655476442
2015-01-22 15:00:00,24.42,0.01834862385321112
2015-01-22 15:15:00,24.44,0.0008190008190007703
2015-01-22 15:30:00,24.46,0.0008183306055646877
2015-01-26 12:30:00,24.33,-0.005314799672935466
2015-01-26 14:15:00,24.28,-0.002055076037813297
2015-01-26 14:45:00,24.26,-0.0008237232289950436
2015-01-26 15:15:00,24.24,-0.0008244023083265883
2015-01-27 10:00:00,24.05,-0.007838283828382697
2015-01-27 10:15:00,24.06,0.0004158004158003603
2015-01-27 10:30:00,24.03,-0.0012468827930173232
2015-01-27 11:45:00,24.05,0.0008322929671245038
2015-01-27 14:00:00,24.12,0.0029106029106029663
2015-01-27 14:15:00,24.15,0.0012437810945271632
2015-01-27 15:00:00,24.14,-0.0004140786749481373
2015-01-27 15:15:00,24.12,-0.0008285004142501995
2015-01-27 15:30:00,24.11,-0.0004145936981758691
2015-01-27 15:45:00,24.12,0.00041476565740361515
2015-01-29 15:45:00,23.89,-0.009535655058043102
2015-01-30 13:30:00,23.75,-0.005860192549183796
2015-02-02 10:15:00,23.89,0.005894736842105397
2015-02-02 11:00:00,23.92,0.0012557555462537895
2015-02-02 11:15:00,23.94,0.0008361204013378476
2015-02-02 11:30:00,23.95,0.0004177109440266502
2015-02-02 13:30:00,23.88,-0.0029227557411273253
2015-02-03 11:15:00,24.16,0.011725293132328396
2015-02-03 11:30:00,24.18,0.0008278145695364003
2015-02-03 13:15:00,24.17,-0.00041356492969391034
2015-02-03 14:30:00,24.15,-0.0008274720728176366
2015-02-03 14:45:00,24.15,0.0
2015-02-06 11:00:00,24.13,-0.0008281573498964967
2015-02-10 10:30:00,23.99,-0.0058019063406548055
2015-02-10 11:00:00,23.98,-0.00041684035014577514
2015-02-11 15:00:00,24.02,0.0016680567139282232
2015-02-11 15:15:00,24.02,0.0
2015-02-12 14:30:00,24.36,0.014154870940882525
2015-02-13 13:00:00,24.54,0.00738916256157629
2015-02-13 13:45:00,24.52,-0.0008149959250203231
2015-02-13 14:15:00,24.55,0.0012234910277324484
2015-02-13 15:15:00,24.57,0.0008146639511201759
2015-02-13 15:45:00,24.53,-0.0016280016280015852
2015-02-17 09:30:00,24.53,0.0
2015-02-19 15:00:00,24.53,0.0
2015-02-19 15:45:00,24.52,-0.00040766408479420146
2015-02-20 09:30:00,24.48,-0.0016313213703099683
2015-02-20 09:45:00,24.5,0.0008169934640522847
2015-02-23 10:15:00,24.5,0.0
2015-02-23 15:00:00,24.44,-0.002448979591836653
2015-02-23 15:15:00,24.44,0.0
2015-02-23 15:30:00,24.46,0.0008183306055646877
2015-02-23 15:45:00,24.49,0.0012264922322158256
2015-02-24 10:45:00,24.72,0.009391588403429907
2015-02-24 11:00:00,24.74,0.0008090614886731018
2015-02-24 12:15:00,24.7,-0.0016168148746967814
2015-02-24 15:45:00,24.68,-0.0008097165991902688
2015-03-11 13:00:00,23.81,-0.03525121555915722
2015-03-11 14:45:00,23.83,0.0008399832003360697
2015-03-12 15:45:00,23.95,0.0050356693243811534
2015-03-13 14:45:00,23.79,-0.006680584551148283
2015-03-13 15:00:00,23.79,0.0
2015-03-13 15:15:00,23.8,0.0004203446826398505
2015-03-13 15:45:00,23.84,0.001680672268907557
2015-03-16 09:30:00,24.05,0.008808724832214843
2015-03-16 10:15:00,24.04,-0.00041580041580047133
2015-03-16 11:00:00,24.01,-0.0012479201331113687
2015-03-16 11:15:00,24.01,0.0
2015-03-16 12:00:00,24.02,0.0004164931278634043
2015-03-16 13:45:00,24.04,0.0008326394671107629
2015-03-16 14:00:00,24.04,0.0
2015-03-16 14:15:00,24.06,0.0008319467554076532
2015-03-16 14:30:00,24.06,0.0
2015-03-17 10:15:00,24.09,0.0012468827930174342
2015-03-17 10:30:00,24.1,0.0004151100041511757
2015-03-17 12:30:00,24.17,0.0029045643153526868
2015-03-17 13:00:00,24.17,0.0
2015-03-23 14:15:00,24.47,0.012412081092262994
2015-03-25 11:45:00,24.25,-0.008990600735594545
2015-03-27 12:00:00,24.02,-0.009484536082474238
2015-03-27 12:15:00,24.02,0.0
2015-03-27 12:30:00,24.02,0.0
2015-03-30 14:15:00,24.57,0.022897585345545313
2015-03-30 15:30:00,24.59,0.0008140008140007371
2015-04-02 10:30:00,24.82,0.0093533956893046
2015-04-02 10:45:00,24.85,0.001208702659145855
2015-04-02 11:00:00,24.9,0.002012072434607548
2015-04-02 11:15:00,24.89,-0.0004016064257027496
2015-04-02 11:30:00,24.91,0.0008035355564484092
2015-04-02 11:45:00,24.9,-0.0004014452027298887
2015-04-02 12:00:00,24.89,-0.0004016064257027496
2015-04-02 12:15:00,24.9,0.0004017677782242046
2015-04-02 12:30:00,24.91,0.00040160642570286065
2015-04-02 12:45:00,24.91,0.0
2015-04-02 13:00:00,24.92,0.0004014452027298887
2015-04-02 13:15:00,24.91,-0.00040128410914930246
2015-04-02 13:30:00,24.89,-0.0008028904054596664
2015-04-02 13:45:00,24.93,0.0016070711128968185
2015-04-02 14:00:00,24.91,-0.0008022462896108973
2015-04-02 14:15:00,24.92,0.0004014452027298887
2015-04-02 14:30:00,24.92,0.0
2015-04-02 14:45:00,24.92,0.0
2015-04-02 15:00:00,24.92,0.0
2015-04-02 15:15:00,24.94,0.0008025682182986049
2015-04-02 15:30:00,24.95,0.000400962309542896
2015-04-02 15:45:00,24.98,0.0012024048096193063
2015-04-06 09:30:00,25.16,0.007205764611689425
2015-04-06 09:45:00,25.16,0.0
